type,title,director,country,date_added,release_year,rating,duration,listed_in,main_country,main_genre
TV Show,Dharmakshetra,Not Given,India,2021-09-15,2014,TV-PG,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",India,International TV Shows
TV Show,Numberblocks,Not Given,United Kingdom,2021-09-15,2021,TV-Y,6 Seasons,Kids' TV,United Kingdom,Kids' TV
TV Show,Raja Rasoi Aur Anya Kahaniyan,Not Given,India,2021-09-15,2014,TV-G,1 Season,"Docuseries, International TV Shows",India,Docuseries
TV Show,Saved by the Bell,Not Given,United States,2021-09-15,1994,TV-PG,9 Seasons,"Kids' TV, TV Comedies",United States,Kids' TV
TV Show,Stories by Rabindranath Tagore,Not Given,India,2021-09-15,2015,TV-PG,1 Season,"International TV Shows, TV Dramas",India,International TV Shows
TV Show,"Vendetta: Truth, Lies and The Mafia",Not Given,Pakistan,2021-09-24,2021,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Pakistan,Crime TV Shows
TV Show,Jack Whitehall: Travels with My Father,Not Given,United Kingdom,2021-09-14,2021,TV-MA,5 Seasons,"British TV Shows, Docuseries, International TV Shows",United Kingdom,British TV Shows
TV Show,Yowamushi Pedal,Not Given,Japan,2021-09-14,2013,TV-14,1 Season,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Lucifer,Not Given,United States,2021-09-10,2021,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",United States,Crime TV Shows
TV Show,Into the Night,Not Given,Belgium,2021-09-08,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Belgium,International TV Shows
TV Show,The Circle,Not Given,United States,2021-09-08,2021,TV-MA,3 Seasons,Reality TV,United States,Reality TV
TV Show,Kid Cosmic,Not Given,United States,2021-09-07,2021,TV-Y7,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",United States,Kids' TV
TV Show,Octonauts: Above & Beyond,Not Given,United Kingdom,2021-09-07,2021,TV-Y,1 Season,"British TV Shows, Kids' TV",United Kingdom,British TV Shows
TV Show,On the Verge,Not Given,France,2021-09-07,2021,TV-MA,1 Season,"TV Comedies, TV Dramas",France,TV Comedies
TV Show,Tayo the Little Bus,Not Given,South Korea,2021-09-06,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows",South Korea,Kids' TV
TV Show,Bunk'd,Not Given,United States,2021-09-05,2021,TV-G,5 Seasons,"Kids' TV, TV Comedies",United States,Kids' TV
TV Show,Dive Club,Not Given,Australia,2021-09-03,2021,TV-G,1 Season,"Kids' TV, TV Dramas, Teen TV Shows",Australia,Kids' TV
TV Show,La casa de papel,Not Given,Spain,2021-09-03,2021,TV-MA,5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Spain,Crime TV Shows
TV Show,Sharkdog,Not Given,United States,2021-09-03,2021,TV-Y,1 Season,Kids' TV,United States,Kids' TV
TV Show,Heroes of Goo Jit Zu,Not Given,Australia,2021-09-02,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",Australia,Kids' TV
TV Show,Pororo - The Little Penguin,Not Given,South Korea,2021-09-02,2013,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows",South Korea,Kids' TV
TV Show,Q-Force,Not Given,United States,2021-09-02,2021,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies",United States,Crime TV Shows
TV Show,Kid-E-Cats,Not Given,Russia,2021-09-01,2016,TV-Y,2 Seasons,Kids' TV,Russia,Kids' TV
TV Show,Kuroko's Basketball,Not Given,Japan,2021-09-01,2015,TV-MA,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows",Japan,Anime Series
TV Show,Major Dad,Not Given,United States,2021-09-01,1992,TV-PG,4 Seasons,TV Comedies,United States,TV Comedies
TV Show,Sparking Joy,Not Given,United States,2021-08-31,2021,TV-PG,1 Season,Reality TV,United States,Reality TV
TV Show,D.P.,Not Given,South Korea,2021-08-27,2021,TV-MA,1 Season,"International TV Shows, TV Dramas",South Korea,International TV Shows
TV Show,Rebellion,Not Given,Ireland,2021-08-27,2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Ireland,International TV Shows
TV Show,Luv Kushh,Not Given,Pakistan,2021-09-02,2012,TV-Y7,1 Season,Kids' TV,Pakistan,Kids' TV
TV Show,EDENS ZERO,Not Given,Japan,2021-08-26,2021,TV-14,1 Season,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Family Reunion,Not Given,United States,2021-08-26,2021,TV-PG,4 Seasons,"Kids' TV, TV Comedies",United States,Kids' TV
TV Show,Wheel of Fortune,Not Given,United States,2021-08-25,2019,TV-G,3 Seasons,Reality TV,United States,Reality TV
TV Show,Manifest,Not Given,United States,2021-08-21,2021,TV-14,3 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",United States,TV Dramas
TV Show,Go! Go! Cory Carson,Not Given,United States,2021-08-18,2021,TV-Y,5 Seasons,Kids' TV,United States,Kids' TV
TV Show,Mother Goose Club,Not Given,United States,2021-08-16,2016,TV-Y,2 Seasons,Kids' TV,United States,Kids' TV
TV Show,Rascal Does Not Dream of Bunny Girl Senpai,Not Given,Japan,2021-08-15,2018,TV-14,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",Japan,Anime Series
TV Show,The Creative Indians,Not Given,India,2021-08-15,2020,TV-MA,1 Season,"Docuseries, International TV Shows",India,Docuseries
TV Show,Winx Club,Not Given,Italy,2021-08-15,2015,TV-Y7,2 Seasons,Kids' TV,Italy,Kids' TV
TV Show,Brand New Cherry Flavor,Not Given,United States,2021-08-13,2021,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries",United States,TV Dramas
TV Show,Oggy Oggy,Not Given,Pakistan,2021-08-24,2021,TV-Y,1 Season,"Kids' TV, TV Comedies",Pakistan,Kids' TV
TV Show,Fast & Furious Spy Racers,Not Given,United States,2021-08-13,2021,TV-Y7,5 Seasons,Kids' TV,United States,Kids' TV
TV Show,Grace and Frankie,Not Given,United States,2021-08-13,2021,TV-MA,7 Seasons,"TV Comedies, TV Dramas",United States,TV Comedies
TV Show,The Kingdom,Not Given,Argentina,2021-08-13,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Argentina,Crime TV Shows
TV Show,AlRawabi School for Girls,Not Given,Jordan,2021-08-12,2021,TV-14,1 Season,"International TV Shows, TV Dramas, Teen TV Shows",Jordan,International TV Shows
TV Show,Bake Squad,Not Given,United States,2021-08-11,2021,TV-PG,1 Season,Reality TV,United States,Reality TV
TV Show,Gabby's Dollhouse,Not Given,United States,2021-08-10,2021,TV-Y,2 Seasons,Kids' TV,United States,Kids' TV
TV Show,Las muñecas de la mafia,Not Given,Colombia,2021-08-10,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Colombia,Crime TV Shows
TV Show,The Crowned Clown,Not Given,South Korea,2021-08-10,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",South Korea,International TV Shows
TV Show,SHAMAN KING,Not Given,Japan,2021-08-09,2021,TV-14,1 Season,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Hit & Run,Not Given,Israel,2021-08-06,2021,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries",Israel,TV Action & Adventure
TV Show,Control Z,Not Given,Mexico,2021-08-04,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Mexico,International TV Shows
TV Show,Cooking With Paris,Not Given,United States,2021-08-04,2021,TV-MA,1 Season,Reality TV,United States,Reality TV
TV Show,Autumn's Concerto,Not Given,Taiwan,2021-08-03,2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Taiwan,International TV Shows
TV Show,The Prince Who Turns into a Frog,Not Given,Taiwan,2021-08-03,2005,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Taiwan,International TV Shows
TV Show,Two Fathers,Not Given,Taiwan,2021-08-03,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Taiwan,International TV Shows
TV Show,You're My Destiny,Not Given,Taiwan,2021-08-03,2008,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",Taiwan,International TV Shows
TV Show,30 Rock,Not Given,United States,2021-08-01,2012,TV-14,7 Seasons,TV Comedies,United States,TV Comedies
TV Show,Hunter X Hunter (2011),Not Given,Japan,2021-08-01,2014,TV-14,6 Seasons,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Charmed,Not Given,United States,2021-07-31,2021,TV-14,3 Seasons,"TV Dramas, TV Sci-Fi & Fantasy",United States,TV Dramas
TV Show,Glow Up,Not Given,United Kingdom,2021-07-30,2021,TV-14,3 Seasons,"British TV Shows, International TV Shows, Reality TV",United Kingdom,British TV Shows
TV Show,Outer Banks,Not Given,United States,2021-07-30,2021,TV-MA,2 Seasons,"TV Action & Adventure, TV Dramas, Teen TV Shows",United States,TV Action & Adventure
TV Show,All American,Not Given,United States,2021-07-27,2021,TV-14,3 Seasons,"TV Dramas, Teen TV Shows",United States,TV Dramas
TV Show,How to Sell Drugs Online (Fast),Not Given,Germany,2021-07-27,2021,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Comedies",Germany,Crime TV Shows
TV Show,Mighty Express,Not Given,United States,2021-07-27,2021,TV-Y,4 Seasons,Kids' TV,United States,Kids' TV
TV Show,The Walking Dead,Not Given,United States,2021-07-26,2019,TV-MA,10 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Dramas",United States,Classic & Cult TV
TV Show,Wynonna Earp,Not Given,Canada,2021-07-26,2020,TV-MA,4 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",Canada,International TV Shows
TV Show,Darwin’s Game,Not Given,Pakistan,2021-08-01,2020,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",Pakistan,Anime Series
TV Show,Sky Rojo,Not Given,Spain,2021-07-23,2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Spain,International TV Shows
TV Show,The Movies That Made Us,Not Given,United States,2021-07-23,2021,TV-MA,2 Seasons,Docuseries,United States,Docuseries
TV Show,Chicago Med,Not Given,United States,2021-07-22,2019,TV-14,5 Seasons,TV Dramas,United States,TV Dramas
TV Show,Okupas,Not Given,Argentina,2021-07-20,2020,TV-MA,1 Season,"Classic & Cult TV, Crime TV Shows, International TV Shows",Argentina,Classic & Cult TV
TV Show,Explained,Not Given,United States,2021-07-16,2021,TV-MA,3 Seasons,"Docuseries, Science & Nature TV",United States,Docuseries
TV Show,Johnny Test,Not Given,United States,2021-07-16,2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",United States,Kids' TV
TV Show,BEASTARS,Not Given,Japan,2021-07-15,2021,TV-MA,2 Seasons,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Her Private Life,Not Given,South Korea,2021-07-15,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",South Korea,International TV Shows
TV Show,Never Have I Ever,Not Given,United States,2021-07-15,2021,TV-14,2 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",United States,TV Comedies
TV Show,Ridley Jones,Not Given,United States,2021-07-13,2021,TV-Y,1 Season,Kids' TV,United States,Kids' TV
TV Show,Atypical,Not Given,United States,2021-07-09,2021,TV-14,4 Seasons,"TV Comedies, TV Dramas, Teen TV Shows",United States,TV Comedies
TV Show,Biohackers,Not Given,Germany,2021-07-09,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Germany,International TV Shows
TV Show,Masters of the Universe: Revelation,Not Given,Pakistan,2021-07-23,2021,TV-PG,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy",Pakistan,TV Action & Adventure
TV Show,Virgin River,Not Given,United States,2021-07-09,2021,TV-14,3 Seasons,"Romantic TV Shows, TV Dramas",United States,Romantic TV Shows
TV Show,RESIDENT EVIL: Infinite Darkness,Not Given,United States,2021-07-08,2021,TV-MA,1 Season,"Anime Series, TV Horror, TV Thrillers",United States,Anime Series
TV Show,Dogs,Not Given,United States,2021-07-07,2021,TV-PG,2 Seasons,Docuseries,United States,Docuseries
TV Show,Ask the StoryBots,Not Given,United States,2021-07-06,2019,TV-Y,3 Seasons,Kids' TV,United States,Kids' TV
TV Show,Between,Not Given,Canada,2021-07-06,2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Canada,International TV Shows
TV Show,Chelsea,Not Given,United States,2021-07-06,2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",United States,Stand-Up Comedy & Talk Shows
TV Show,Code Lyoko,Not Given,France,2021-07-06,2007,TV-Y7,4 Seasons,Kids' TV,France,Kids' TV
TV Show,Colony,Not Given,United States,2021-07-06,2018,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",United States,TV Action & Adventure
TV Show,Cuckoo,Not Given,United Kingdom,2021-07-06,2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies",United Kingdom,British TV Shows
TV Show,Derry Girls,Not Given,United Kingdom,2021-07-06,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies",United Kingdom,British TV Shows
TV Show,Shtisel,Not Given,Israel,2021-07-06,2021,TV-14,3 Seasons,"International TV Shows, TV Dramas",Israel,International TV Shows
TV Show,Girl from Nowhere,Not Given,Thailand,2021-07-06,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Thailand,International TV Shows
TV Show,Good Morning Call,Not Given,Japan,2021-07-06,2017,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies",Japan,International TV Shows
TV Show,I AM A KILLER,Not Given,United Kingdom,2021-07-06,2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",United Kingdom,British TV Shows
Movie,Last Summer,Not Given,Pakistan,2021-07-09,2021,TV-MA,102 min,"Dramas, International Movies, Romantic Movies",Pakistan,Dramas
TV Show,I Think You Should Leave with Tim Robinson,Not Given,United States,2021-07-06,2021,TV-MA,2 Seasons,TV Comedies,United States,TV Comedies
TV Show,Kim's Convenience,Not Given,Canada,2021-07-06,2021,TV-MA,5 Seasons,"International TV Shows, TV Comedies",Canada,International TV Shows
TV Show,Larva,Not Given,Russia,2021-07-06,2015,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Russia,Kids' TV
TV Show,Marcella,Not Given,United Kingdom,2021-07-06,2019,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows",United Kingdom,British TV Shows
TV Show,Midnight Diner: Tokyo Stories,Not Given,Japan,2021-07-06,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Japan,International TV Shows
TV Show,My Little Pony: Friendship Is Magic,Not Given,United States,2021-07-06,2018,TV-Y,8 Seasons,Kids' TV,United States,Kids' TV
TV Show,Orange Is the New Black,Not Given,United States,2021-07-06,2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas",United States,TV Comedies
TV Show,Puffin Rock,Not Given,Ireland,2021-07-06,2016,TV-Y,2 Seasons,Kids' TV,Ireland,Kids' TV
TV Show,Richie Rich,Not Given,United States,2021-07-06,2015,TV-G,2 Seasons,"Kids' TV, TV Comedies",United States,Kids' TV
TV Show,Scream,Not Given,United States,2021-07-06,2019,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries",United States,Crime TV Shows
TV Show,Rainbow Rangers,Not Given,United States,2021-07-01,2018,TV-Y,1 Season,Kids' TV,United States,Kids' TV
TV Show,Some Assembly Required,Not Given,Canada,2021-07-06,2015,TV-Y,2 Seasons,"Kids' TV, TV Comedies",Canada,Kids' TV
TV Show,Tales by Light,Not Given,Australia,2021-07-06,2018,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV",Australia,Docuseries
TV Show,Terrace House: Opening New Doors,Not Given,Japan,2021-07-06,2018,TV-14,6 Seasons,"International TV Shows, Reality TV",Japan,International TV Shows
TV Show,The A List,Not Given,United Kingdom,2021-07-06,2021,TV-PG,2 Seasons,"British TV Shows, International TV Shows, TV Dramas",United Kingdom,British TV Shows
TV Show,The New Legends of Monkey,Not Given,Australia,2021-07-06,2020,TV-PG,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Australia,Kids' TV
TV Show,The Worst Witch,Not Given,United Kingdom,2021-07-06,2020,TV-G,4 Seasons,"British TV Shows, Kids' TV",United Kingdom,British TV Shows
TV Show,Undercover,Not Given,Belgium,2021-07-06,2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure",Belgium,Crime TV Shows
TV Show,Workin' Moms,Not Given,Canada,2021-07-06,2021,TV-MA,5 Seasons,"International TV Shows, TV Comedies",Canada,International TV Shows
TV Show,YooHoo to the Rescue,Not Given,South Korea,2021-07-06,2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows",South Korea,Kids' TV
TV Show,We the People,Not Given,United States,2021-07-04,2021,TV-Y7,1 Season,Kids' TV,United States,Kids' TV
TV Show,Grey's Anatomy,Not Given,United States,2021-07-03,2020,TV-14,17 Seasons,"Romantic TV Shows, TV Dramas",United States,Romantic TV Shows
TV Show,Mortel,Not Given,France,2021-07-02,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",France,Crime TV Shows
TV Show,Bureau of Magical Things,Not Given,Australia,2021-07-01,2020,TV-G,1 Season,"International TV Shows, Kids' TV, TV Mysteries",Australia,International TV Shows
TV Show,Young Royals,Not Given,Sweden,2021-07-01,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Sweden,International TV Shows
TV Show,Droppin' Cash: Los Angeles,Not Given,United States,2021-06-30,2019,TV-MA,1 Season,Reality TV,United States,Reality TV
TV Show,Somos.,Not Given,Mexico,2021-06-30,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Mexico,Crime TV Shows
TV Show,The Daily Life of the Immortal King,Not Given,China,2021-06-30,2020,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows",China,Anime Series
TV Show,StarBeam,Not Given,United States,2021-06-29,2021,TV-Y,4 Seasons,Kids' TV,United States,Kids' TV
TV Show,The Seven Deadly Sins,Not Given,Japan,2021-06-28,2021,TV-14,5 Seasons,"Anime Series, International TV Shows",Japan,Anime Series
TV Show,Sex/Life,Not Given,United States,2021-06-25,2021,TV-MA,1 Season,"Romantic TV Shows, TV Dramas",United States,Romantic TV Shows
TV Show,You Are My Spring,Not Given,Pakistan,2021-07-06,2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Pakistan,International TV Shows
TV Show,The Naked Director,Not Given,Japan,2021-06-24,2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Japan,International TV Shows
TV Show,Too Hot to Handle,Not Given,United States,2021-06-23,2021,TV-MA,2 Seasons,"Reality TV, Romantic TV Shows",United States,Reality TV
TV Show,The Mole,Not Given,United States,2021-06-21,2001,TV-14,2 Seasons,"Reality TV, TV Action & Adventure, TV Mysteries",United States,Reality TV
